时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,意向人群-洗衣机-海尔,标签人群,PC,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索PC,707,6,0.85%,12.72,17.99,2.12,-,-,-,-,
20190604~20190626,自定义-10KG及以上波轮top不拓展30天,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,706,18,2.55%,44.29,62.73,2.46,2,3198.00,11.11%,72.21,
20190604~20190626,【新】近30天浏览加购未购top200洗衣机,新标签人群,PC,京东快车(搜索),【B】 MG30V30DX_美的洗衣机_单投,洗衣机-MG30V30DX搜索,705,6,0.85%,13.05,18.51,2.17,-,-,-,-,
20190604~20190626,核心人群-冰箱-美的,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,704,78,11.08%,287.94,409.01,3.69,1,2699.00,1.28%,9.37,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【提升销售】MH100-H05J_美的洗衣机_单投,MH100-H05J搜索无线,704,75,10.65%,167.37,237.74,2.23,2,3456.00,2.67%,20.65,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【新品培养】MG120VJ31DS3_美的洗衣机_单投,MG120VJ31DS3搜索-无线,703,64,9.10%,215.10,305.97,3.36,26,64059.00,40.63%,297.81,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,PC,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索PC,702,2,0.28%,4.72,6.72,2.36,-,-,-,-,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-PC,699,20,2.86%,50.29,71.95,2.51,13,23831.00,65.00%,473.87,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】PC,696,10,1.44%,24.11,34.64,2.41,3,7293.00,30.00%,302.49,
20190604~20190626,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,PC,京东快车(搜索),【C】MG100V76DQCJ5_美的洗衣机_单投,MG100V76DQCJ5搜索PC,688,20,2.91%,68.55,99.64,3.43,3,6992.00,15.00%,102.00,
20190604~20190626,油烟机核心人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,685,38,5.55%,97.72,142.66,2.57,-,-,-,-,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【B】MB90V31D_美的洗衣机_单投,MB90V31D搜索无线,685,10,1.46%,13.99,20.42,1.40,37,299235.00,370.00%,21389.21,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,683,-,-,-,-,-,-,-,-,-,
20190604~20190626,意向人群-洗衣机-海信,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,682,37,5.43%,123.09,180.48,3.33,1,799.00,2.70%,6.49,
20190604~20190626,【新】洗衣机家装类1,新标签人群,无线,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,674,124,18.40%,253.10,375.52,2.04,22,28175.00,17.74%,111.32,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,无线,品牌聚效,跨品类【618临时】,无线首焦-跨品类,673,1,0.15%,33.95,50.45,33.95,-,-,-,-,
20190604~20190626,自定义-海尔10KG滚筒-不拓展,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,673,74,11.00%,273.84,406.89,3.70,3,4935.00,4.05%,18.02,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,672,9,1.34%,19.17,28.53,2.13,10,15815.00,111.11%,824.99,
20190604~20190626,自定义-美的热水器3个月已购人群,标签人群,无线,京东快车(搜索),【C】MG100V76DQCJ5_美的洗衣机_单投,MG100V76DQCJ5搜索PC,670,46,6.87%,132.87,198.31,2.89,10,9491.00,21.74%,71.43,
20190604~20190626,自定义-洗衣机全部型号不扩展2,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-PC,666,87,13.06%,199.30,299.25,2.29,10,20028.00,11.49%,100.49,
20190604~20190626,【新】发现好货-家电家具家装,新标签人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,666,1,0.15%,5.21,7.82,5.21,-,-,-,-,
20190604~20190626,冰箱核心人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】无线,663,10,1.51%,26.87,40.53,2.69,15,200372.00,150.00%,7457.09,
20190604~20190626,洗碗机核心人群（美的海尔方太西门子）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】PC,663,8,1.21%,19.58,29.53,2.45,2,5594.00,25.00%,285.70,
20190604~20190626,意向人群-冰箱-容声,标签人群,PC,京东快车(搜索),【A++】MG100V51D5_美的洗衣机_单投,【搜索】-无线,662,5,0.76%,15.98,24.14,3.20,-,-,-,-,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,661,43,6.51%,131.09,198.32,3.05,17,45347.00,39.53%,345.92,
20190604~20190626,自定义-10KG及以上波轮top不拓展30天,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】无线,655,13,1.98%,48.88,74.63,3.76,17,27129.00,130.77%,555.01,
20190604~20190626,【新】冰空洗家装人群-美的,新标签人群,PC,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,653,24,3.68%,78.97,120.93,3.29,3,7596.00,12.50%,96.19,
20190604~20190626,意向人群-冰箱-美的,标签人群,PC,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,653,6,0.92%,12.57,19.25,2.10,1,1499.00,16.67%,119.25,
20190604~20190626,【新】近30天浏览加购美的洗衣机未购洗衣机,新标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,653,35,5.36%,71.97,110.21,2.06,4,7315.00,11.43%,101.64,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,648,96,14.81%,199.46,307.81,2.08,11,12216.00,11.46%,61.25,
20190604~20190626,空调核心人群（扬子海信长虹科龙志高）,标签人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,647,2,0.31%,10.26,15.86,5.13,-,-,-,-,
20190604~20190626,核心人群-空调-美的,标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,635,19,2.99%,49.09,77.31,2.58,-,-,-,-,
20190604~20190626,自定义-行业10公斤洗烘,标签人群,PC,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,634,12,1.89%,44.92,70.85,3.74,4,8411.00,33.33%,187.24,
20190604~20190626,洗碗机核心人群（美的海尔方太西门子）,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,632,5,0.79%,11.67,18.47,2.33,-,-,-,-,
20190604~20190626,洗衣机核心人群（海尔西门子博世三洋LG）,标签人群,无线,京东快车(搜索),【C】MG100V76DQCJ5_美的洗衣机_单投,MG100V76DQCJ5搜索无线,632,68,10.76%,191.18,302.50,2.81,7,19091.00,10.29%,99.86,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,631,7,1.11%,15.46,24.50,2.21,11,16913.00,157.14%,1093.98,
20190604~20190626,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,631,10,1.58%,23.48,37.21,2.35,3,6296.00,30.00%,268.14,
20190604~20190626,【新】冰空洗家装人群1,新标签人群,PC,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,629,4,0.64%,17.35,27.58,4.34,-,-,-,-,
20190604~20190626,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,626,10,1.60%,23.48,37.51,2.35,3,6296.00,30.00%,268.14,
20190604~20190626,洗衣机意向人群（三洋LG统帅博世创维）,标签人群,PC,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,624,10,1.60%,36.70,58.81,3.67,2,4494.00,20.00%,122.45,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,623,5,0.80%,10.98,17.62,2.20,3,4397.00,60.00%,400.46,
20190604~20190626,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,无线,品牌聚效,跨品类【618临时】,无线首焦-跨品类,620,1,0.16%,23.44,37.81,23.44,-,-,-,-,
20190604~20190626,意向人群-冰箱-海尔,标签人群,PC,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,619,3,0.48%,6.95,11.23,2.32,-,-,-,-,
20190604~20190626,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【B】MG90V31DS5_美的洗衣机_单投,【搜索】-无线,618,24,3.88%,89.20,144.34,3.72,8,10789.00,33.33%,120.95,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,617,5,0.81%,21.22,34.39,4.24,-,-,-,-,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,PC,京东快车(搜索),【提升销售】MH100-H05J_美的洗衣机_单投,MH100-H05J搜索无线,614,5,0.81%,11.05,18.00,2.21,1,2899.00,20.00%,262.35,
20190604~20190626,油烟机核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【C】MG100V76DQCJ5_美的洗衣机_单投,MG100V76DQCJ5搜索无线,609,53,8.70%,156.86,257.57,2.96,10,37989.00,18.87%,242.18,
20190604~20190626,核心人群-冰箱-美菱,标签人群,无线,京东快车(搜索),【新品培养】MG120VJ31DS3_美的洗衣机_单投,MG120VJ31DS3搜索-无线,608,64,10.53%,219.06,360.30,3.42,39,84468.30,60.94%,385.59,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】PC,603,15,2.49%,38.74,64.25,2.58,-,-,-,-,
20190604~20190626,自定义-MD100V71WDX-自有人群,标签人群,PC,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,600,28,4.67%,72.63,121.05,2.59,6,9892.00,21.43%,136.20,
20190604~20190626,【新】美的浏览未购买洗烘,新标签人群,PC,京东快车(搜索),【B】MG90V31DS5_美的洗衣机_单投,【搜索】-无线,597,4,0.67%,8.55,14.32,2.14,-,-,-,-,
20190604~20190626,核心人群-冰箱-海尔,标签人群,PC,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,596,6,1.01%,24.01,40.29,4.00,3,4945.00,50.00%,205.96,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),【提升销售】MB100V50WDQCJ_美的洗衣机_单投,搜索-PC,595,5,0.84%,5.06,8.50,1.01,-,-,-,-,
20190604~20190626,核心人群-空调-海尔,标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,594,17,2.86%,45.56,76.70,2.68,7,32497.00,41.18%,713.28,
20190604~20190626,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,PC,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,593,19,3.20%,59.00,99.49,3.11,4,4494.00,21.05%,76.17,
20190604~20190626,自定义-冰箱400-500L浏览加购未购人群30,标签人群,无线,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,590,84,14.24%,189.12,320.54,2.25,13,14787.00,15.48%,78.19,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,无线,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,590,46,7.80%,105.36,178.58,2.29,6,9895.00,13.04%,93.92,
20190604~20190626,搜索-洗衣机搜索人群-滚筒,标签人群,无线,京东快车(搜索),【B】MG90V31DS5_美的洗衣机_单投,【搜索】-无线,584,20,3.42%,64.29,110.09,3.21,-,-,-,-,
20190604~20190626,核心人群-冰箱-美的,标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,582,19,3.26%,47.75,82.04,2.51,2,3317.00,10.53%,69.47,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【新品培养】MG120VJ31DS3_美的洗衣机_单投,MG120VJ31DS3搜索-无线,581,55,9.47%,199.59,343.53,3.63,28,64198.00,50.91%,321.65,
20190604~20190626,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,581,44,7.57%,95.11,163.70,2.16,18,25546.00,40.91%,268.59,
20190604~20190626,油烟机核心人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【B】MB90V31D_美的洗衣机_单投,MB90V31D搜索无线,581,6,1.03%,5.40,9.29,0.90,37,299235.00,616.67%,55413.89,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-PC,576,42,7.29%,106.54,184.97,2.54,2,3917.00,4.76%,36.77,
20190604~20190626,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【提升销售】MH100-H05J_美的洗衣机_单投,MH100-H05J搜索无线,569,60,10.54%,126.78,222.81,2.11,-,-,-,-,
20190604~20190626,油烟机核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,569,88,15.47%,182.77,321.21,2.08,10,13089.00,11.36%,71.61,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【C】MG100V76DQCJ5_美的洗衣机_单投,MG100V76DQCJ5搜索无线,567,51,8.99%,144.89,255.54,2.84,8,21388.00,15.69%,147.62,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,564,8,1.42%,26.12,46.31,3.27,5,8343.00,62.50%,319.41,
20190604~20190626,冰箱核心人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,564,5,0.89%,11.49,20.37,2.30,26,101890.00,520.00%,8867.71,
20190604~20190626,自定义-冰箱400-500L浏览加购未购人群30,标签人群,PC,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,563,12,2.13%,19.85,35.26,1.65,4,6858.00,33.33%,345.49,
20190604~20190626,洗衣机意向人群（美的小天鹅）,标签人群,无线,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,560,22,3.93%,40.09,71.59,1.82,24,28947.00,109.09%,722.05,
20190604~20190626,油烟机核心人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,560,2,0.36%,9.04,16.14,4.52,-,-,-,-,
20190604~20190626,【新】冰空洗家装人群-美的,新标签人群,无线,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,560,100,17.86%,207.98,371.39,2.08,14,16086.00,14.00%,77.34,
20190604~20190626,意向人群-空调-美的,标签人群,PC,京东快车(搜索),【A++】MG100V51D5_美的洗衣机_单投,【搜索】-无线,555,4,0.72%,12.85,23.15,3.21,1,1618.00,25.00%,125.91,
20190604~20190626,意向人群-空调-美的,标签人群,PC,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,554,6,1.08%,17.37,31.35,2.90,-,-,-,-,
20190604~20190626,洗衣机品牌人群（美的+小天鹅）,标签人群,无线,京东直投,,,554,57,10.29%,16.03,28.94,0.28,-,-,-,-,
20190604~20190626,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,553,17,3.07%,37.21,67.29,2.19,14,23139.00,82.35%,621.85,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【提升销售】MB100V50WDQCJ_美的洗衣机_单投,搜索-PC,552,5,0.91%,5.06,9.17,1.01,-,-,-,-,
20190604~20190626,自定义-美的洗衣机近3个月已购人群,标签人群,PC,京东快车(搜索),【B】MG90V31DS5_美的洗衣机_单投,【搜索】PC,552,9,1.63%,21.14,38.30,2.35,9,9197.00,100.00%,435.05,
20190604~20190626,【新】烘干机类目意向,新标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,546,23,4.21%,60.60,110.99,2.63,-,-,-,-,
20190604~20190626,自定义-美的热水器3个月已购人群,标签人群,无线,京东快车(搜索),【提升销售】MH100-H05J_美的洗衣机_单投,MH100-H05J搜索无线,542,60,11.07%,133.04,245.46,2.22,2,2737.00,3.33%,20.57,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,PC,京东快车(搜索),【B】 MG30V30DX_美的洗衣机_单投,洗衣机-MG30V30DX搜索,536,11,2.05%,18.17,33.90,1.65,2,3397.00,18.18%,186.96,
20190604~20190626,洗碗机核心人群（美的海尔方太西门子）,标签人群,无线,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,534,67,12.55%,160.41,300.39,2.39,9,10591.00,13.43%,66.02,
20190604~20190626,【新】DMP-场景-家装,新标签人群,PC,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,532,9,1.69%,15.14,28.46,1.68,-,-,-,-,
20190604~20190626,自定义-核心型号不扩展-海尔官旗,标签人群,PC,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,532,6,1.13%,18.51,34.79,3.09,1,1998.00,16.67%,107.94,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,530,40,7.55%,192.22,362.68,4.81,62,71992.30,155.00%,374.53,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,523,10,1.91%,16.42,31.40,1.64,24,158547.00,240.00%,9655.72,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,品牌聚效,跨品类【618临时】,无线首焦-跨品类,523,1,0.19%,21.34,40.80,21.34,-,-,-,-,
20190604~20190626,自定义-行业9公斤变频波轮,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】无线,522,5,0.96%,20.91,40.06,4.18,2,2638.00,40.00%,126.16,
20190604~20190626,【新】近30天浏览加购美的洗衣机未购洗衣机,新标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,520,9,1.73%,23.85,45.87,2.65,1,904.00,11.11%,37.90,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,品牌聚效,跨品类【618临时】,无线首焦-跨品类,515,4,0.78%,20.46,39.73,5.12,-,-,-,-,
20190604~20190626,自定义-hr9-10公斤洗烘不扩展,标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-PC,512,18,3.52%,49.12,95.94,2.73,2,4898.00,11.11%,99.71,
20190604~20190626,意向人群-空调-美的,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】无线,511,2,0.39%,6.36,12.45,3.18,1,1599.00,50.00%,251.42,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,510,4,0.78%,9.08,17.80,2.27,26,101890.00,650.00%,11221.37,
20190604~20190626,冰箱意向人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【提升销售】MH100-H05J_美的洗衣机_单投,MH100-H05J搜索无线,507,8,1.58%,19.14,37.75,2.39,-,-,-,-,
20190604~20190626,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,505,47,9.31%,206.76,409.43,4.40,9,37194.00,19.15%,179.89,
20190604~20190626,冰箱意向人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,503,20,3.98%,29.02,57.69,1.45,3,3145.00,15.00%,108.37,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】无线,502,-,-,-,-,-,-,-,-,-,
20190604~20190626,自定义-MD100V71WDX-自有人群,标签人群,PC,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索PC,502,16,3.19%,36.20,72.11,2.26,-,-,-,-,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,500,4,0.80%,3.31,6.62,0.83,-,-,-,-,
20190604~20190626,空调核心人群（格美海志奥）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,496,4,0.81%,9.08,18.31,2.27,26,101890.00,650.00%,11221.37,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,无线,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,495,26,5.25%,77.50,156.57,2.98,10,28089.00,38.46%,362.44,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,无线,京东快车(搜索),【B】MG90V31DS5_美的洗衣机_单投,【搜索】-无线,494,13,2.63%,44.90,90.89,3.45,-,-,-,-,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【A++】MG100V51D5_美的洗衣机_单投,【搜索】-无线,494,3,0.61%,9.88,20.00,3.29,1,2299.00,33.33%,232.69,
20190604~20190626,核心人群-燃气热水器-美的,标签人群,无线,京东快车(搜索),【提升销售】MB100V50WDQCJ_美的洗衣机_单投,搜索-无线,491,27,5.50%,90.92,185.17,3.37,21,49380.30,77.78%,543.12,
20190604~20190626,核心人群-空调-美的,标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,490,27,5.51%,77.51,158.18,2.87,5,8914.00,18.52%,115.00,
20190604~20190626,洗碗机核心人群（美的海尔方太西门子）,标签人群,无线,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索无线,489,27,5.52%,105.42,215.58,3.90,14,33234.30,51.85%,315.26,
20190604~20190626,洗衣机品牌人群（美的+小天鹅）,标签人群,无线,京东直投,,,488,30,6.15%,9.22,18.89,0.31,-,-,-,-,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,488,2,0.41%,10.26,21.02,5.13,-,-,-,-,
20190604~20190626,洗衣机核心人群（海尔西门子博世三洋LG）,标签人群,PC,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索PC,487,1,0.21%,1.44,2.96,1.44,-,-,-,-,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,484,45,9.30%,215.63,445.52,4.79,60,67394.30,133.33%,312.55,
20190604~20190626,意向人群-洗衣机-威力,标签人群,无线,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,482,24,4.98%,79.72,165.39,3.32,62,149755.30,258.33%,1878.52,
20190604~20190626,洗衣机意向人群（三洋LG统帅博世创维）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,481,5,1.04%,14.05,29.21,2.81,26,101890.00,520.00%,7251.96,
20190604~20190626,九数_618_滚筒_类目内_高分段_4k以上_0608,外部导入人群,无线,京东直投,,,478,10,2.09%,10.17,21.28,1.02,-,-,-,-,
20190604~20190626,【新】冰空洗家装人群-海尔,新标签人群,PC,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,477,16,3.35%,49.73,104.26,3.11,-,-,-,-,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,无线,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,473,27,5.71%,63.41,134.06,2.35,3,5699.00,11.11%,89.88,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,472,49,10.38%,111.59,236.42,2.28,11,19143.00,22.45%,171.55,
20190604~20190626,九数_618_滚筒_类目内_高分段_3k_4k_0608,外部导入人群,无线,京东直投,,,472,6,1.27%,5.95,12.61,0.99,-,-,-,-,
20190604~20190626,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,471,17,3.61%,41.43,87.96,2.44,4,5796.00,23.53%,139.90,
20190604~20190626,【新】近30天浏览加购美的洗衣机未购洗衣机,新标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,470,49,10.43%,98.49,209.55,2.01,13,22500.00,26.53%,228.45,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,466,9,1.93%,20.27,43.50,2.25,1,1399.00,11.11%,69.02,
20190604~20190626,自定义-美的洗衣机近3个月已购人群,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】无线,464,9,1.94%,23.53,50.71,2.61,15,200372.00,166.67%,8515.60,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,无线,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,463,13,2.81%,26.30,56.80,2.02,24,29547.00,184.62%,1123.46,
